Ind#,TDose,T1 Pos1,T1 Pos1,T1 Pos3,T2 Pos1,T2 Pos2,T2 Pos3,V Pre,DCE 1,DCE 2,DCE 3,T2w Pos1,T2w Pos2,T2w Pos3
223,46.323,155,164,168,4,17,16.1,206,439,484,483,1,-10,-38
224,271.23,41,60,59,4.2,9.9,16.8,197,421,451,434,-4,1,-17
225,70416,-28,-1,4,-1.2,0.7,5.7,201,427,468,455,3,-16,-29
226,4.3799,181,123,45,12.4,28.5,2.2,189,775,829,819,-53,-98,-43
227,17.249,232,199,137,14.1,29.7,5.8,208,554,629,621,31,6,-35
228,48.914,160,178,133,2,10.9,10.3,206,439,484,483,-11,-6,-36
229,311.93,69,98,82,1.2,5.5,9.5,197,421,451,434,3,-9,-12
230,54776,3,41,55,0.099998,0.6,2.6,201,427,468,455,-21,-36,-17
231,2.9628,159,128,115,-3.2,6.8,2.7,196,708,731,734,-51,-81,-38
232,16.487,173,145,93,10.4,17.4,17,211,492,550,538,41,9,-11
233,34.817,158,176,66,8.2,12.4,10.1,209,437,450,451,0,-16,-11
234,198.76,120,147,97,-4.1,2.1,-4,205,437,464,460,0,-23,-3
235,28851,52,70,89,-11.2,-4.4,-8.9,200,439,460,456,-19,-20,-16
236,1.9161,148,130,166,-3.5,2,13.8,196,708,731,734,-55,-87,-30
237,6.999,176,139,129,5.7,10.4,25.6,211,492,550,538,70,54,-26
238,17.996,168,165,83,11.1,16.7,15.4,209,437,450,451,12,-11,-13
239,97.492,137,148,103,-1.1,7.8,-0.8,205,437,464,460,-14,-25,-11
240,22653,68,64,90,-13.9,-2.7,-10.5,200,439,460,456,5,0,-27
241,4.0318,200,145,190,6.1,7.4,35.9,211,468,534,518,73,59,-34
242,9.6438,198,167,123,11.4,16.1,19.9,208,444,489,480,15,-7,-21
243,63.724,150,137,111,4.5,12.6,7.7,206,420,470,473,-17,-18,-31
244,10240,64,46,66,-8.8,2.8,-2.9,182,388,426,443,-4,-21,-28
